,TEXT,label,Contains URL,Contains Monetary Characters,Classification
5317,"hahaha..use your brain dear
",0,0,0,not spam
5318,"jus finish watching tv... u?
",0,0,0,not spam
5319,"k, fyi i'm back in my parents' place in south tampa so i might need to do the deal somewhere else
",0,0,0,not spam
5320,"good morning, my love ... i go to sleep now and wish you a great day full of feeling better and opportunity ... you are my last thought babe, i love you *kiss*
",0,0,0,not spam
5321,"kothi print out marandratha.
",0,0,0,not spam
5322,"but we havent got da topic yet rite?
",0,0,0,not spam
5323,"ok no problem... yup i'm going to sch at 4 if i rem correctly...
",0,0,0,not spam
5324,"thanks, i'll keep that in mind
",0,0,0,not spam
5325,"aah bless! how's your arm?
",0,0,0,not spam
5326,"dear sir,salam alaikkum.pride and pleasure meeting you today at the tea shop.we are pleased to send you our contact number at qatar.rakhesh an indian.pls save our number.respectful regards.
",0,0,0,not spam
5327,"gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..gn:-)
",0,0,0,not spam
5328,"what makes you most happy?
",0,0,0,not spam
5329,"wishing you a wonderful week.
",0,0,0,not spam
5330,"sweet heart how are you?
",0,0,0,not spam
5331,"sir, waiting for your letter.
",0,0,0,not spam
5332,"dude im no longer a pisces. im an aquarius now.
",0,0,0,not spam
5333,"x course it 2yrs. just so her messages on messenger lik you r sending me
",0,0,0,not spam
5334,"i think steyn surely get one wicket:)
",0,0,0,not spam
5335,"neither [in sterm voice] - i'm studying. all fine with me! not sure the  thing will be resolved, tho. anyway. have a fab hols
",0,0,0,not spam
5336,"garbage bags, eggs, jam, bread, hannaford wheat chex
",0,0,0,not spam
5337,"no. it's not pride. i'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. you're not supposed to have to deal with this stuff. this is grownup stuff--why i don't tell you.
",0,0,1,not spam
5338,"sounds better than my evening im just doing my costume. im not sure what time i finish tomorrow but i will txt you at the end.
",0,0,1,not spam
5339,"my birthday is on feb  &lt;#&gt;  da. .
",0,0,0,not spam
5340,"so when do you wanna gym?
",0,0,0,not spam
5341,"you'd like that wouldn't you? jerk!
",0,0,0,not spam
5342,"are u awake? is there snow there?
",0,0,0,not spam
5343,"and of course you should make a stink!
",0,0,0,not spam
5344,"u r subscribed 2 textcomp 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt stop 2 84128,custcare 08712405020
",1,1,1,spam
5345,"no go. no openings for that room 'til after thanksgiving without an upcharge.
",0,0,0,not spam
5346,"when you guys planning on coming over?
",0,1,0,not spam
5347,"wat ü doing now?
",0,0,0,not spam
5348,"my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!
",0,0,0,not spam
5349,"no sir. that's why i had an 8-hr trip on the bus last week. have another audition next wednesday but i think i might drive this time.
",0,0,0,not spam
5350,"do i? i thought i put it back in the box
",0,0,0,not spam
5351,"i'm home...
",0,0,0,not spam
5352,"no one interested. may be some business plan.
",0,0,0,not spam
5353,"yup it's at paragon... i havent decided whether 2 cut yet... hee...
",0,0,0,not spam
5354,"good morning princess! have a great day!
",0,0,0,not spam
5355,"guai... ü shd haf seen him when he's naughty... ü so free today? can go jogging...
",0,0,1,not spam
5356,"aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. i tot ü havent finish ur lab wat.
",0,0,0,not spam
5357,"living is very simple.. loving is also simple.. laughing is too simple.. winning is tooo simple.. but, being 'simple' is very difficult...;-) :-)
",0,0,0,not spam
5358,"tell me something. thats okay.
",0,0,0,not spam
5359,"ok
",0,0,0,not spam
5360,"hmm. shall i bring a bottle of wine to keep us amused? just joking! i'll still bring a bottle. red or white? see you tomorrow
",0,0,0,not spam
5361,"this is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
",0,0,0,not spam
5362,"hey, iouri gave me your number, i'm wylie, ryan's friend
",0,0,0,not spam
5363,"yep get with the program. you're slacking.
",0,0,0,not spam
5364,"i'm in inside office..still filling forms.don know when they leave me.
",0,0,0,not spam
5365,"i think your mentor is , but not 100 percent sure.
",0,0,0,not spam
5366,"call 09095350301 and send our girls into erotic ecstacy. just 60p/min. to stop texts call 08712460324 (nat rate)
",1,1,0,spam
5367,"camera - you are awarded a sipix digital camera! call 09061221066 fromm landline. delivery within 28 days.
",1,0,0,spam
5368,"a £400 xmas reward is waiting for you! our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. just call 09066380611
",1,1,0,spam
5369,"just trying to figure out when i'm suppose to see a couple different people this week. we said we'd get together but i didn't set dates
",0,0,0,not spam
5370,"important message. this is a final contact attempt. you have important messages waiting out our customer claims dept. expires 13/4/04. call 08717507382 now!
",1,1,1,spam
5371,"hi mom we might be back later than  &lt;#&gt; 
",0,0,0,not spam
5372,"dating:i have had two of these. only started after i sent a text to talk sport radio last week. any connection do you think or coincidence?
",1,0,0,spam
5373,"lol, oh you got a friend for the dog ?
",0,0,0,not spam
5374,"ok., is any problem to u frm him? wats matter?
",0,0,0,not spam
5375,"k i'll head out in a few mins, see you there
",0,0,0,not spam
5376,"do u konw waht is rael friendship im gving yuo an exmpel: jsut ese tihs msg.. evrey splleing of tihs msg is wrnog.. bt sitll yuo can raed it wihtuot ayn mitsake.. goodnight &amp; have a nice sleep..sweet dreams..
",0,0,0,not spam
5377,"i cant pick the phone right now. pls send a message
",0,0,0,not spam
5378,"i don't want you to leave. but i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
",0,0,0,not spam
5379,"the current leading bid is 151. to pause this auction send out. customer care: 08718726270
",1,0,0,spam
5380,"free entry to the gr8prizes wkly comp 4 a chance to win the latest nokia 8800, psp or £250 cash every wk.txt great to 80878 http//www.gr8prizes.com 08715705022
",1,1,1,spam
5381,"somebody set up a website where you can play hold em using eve online spacebucks
",0,0,0,not spam
5382,"its sunny in california. the weather's just cool
",0,0,0,not spam
5383,"you have 1 new message. call 0207-083-6089
",1,0,0,spam
5384,"i can make it up there, squeezed  &lt;#&gt;  bucks out of my dad
",0,0,0,not spam
5385,"good day to you too.pray for me.remove the teeth as its painful maintaining other stuff.
",0,0,0,not spam
5386,"how are you babes. hope your doing ok. i had a shit nights sleep. i fell asleep at 5.im knackered and im dreading work tonight. what are thou upto tonight. x
",0,0,0,not spam
5387,"how do friends help us in problems? they give the most stupid suggestion that lands us into another problem and helps us forgt the previous problem
",0,0,0,not spam
5388,"i'm at work. please call
",0,0,0,not spam
5389,"i will be gentle baby! soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
",0,0,0,not spam
5390,"not much no fights. it was a good nite!!
",0,0,0,not spam
5391,"ok.ok ok..then..whats ur todays plan
",0,0,0,not spam
5392,"nt joking seriously i told
",0,0,0,not spam
5393,"watching ajith film ah?
",0,0,0,not spam
5394,"ooooooh i forgot to tell u i can get on yoville on my phone
",0,0,0,not spam
5395,"all done, all handed in. don't know if mega shop in asda counts as celebration but thats what i'm doing!
",0,0,0,not spam
5396,"i dont know exactly could you ask chechi.
",0,0,0,not spam
5397,"dunno lei shd b driving lor cos i go sch 1 hr oni.
",0,0,0,not spam
5398,"as in i want custom officer discount oh.
",0,0,0,not spam
5399,"that's necessarily respectful
",0,0,0,not spam
5400,"hi. hope you had a good day. have a better night.
",0,0,0,not spam
5401,"and he's apparently bffs with carly quick now
",0,0,0,not spam
5402,"hard but true: how much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...
",0,0,0,not spam
5403,"babes i think i got ur brolly i left it in english wil bring it in 2mrw 4 u luv franxx
",0,0,0,not spam
5404,"hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! hope to see you soon love and kisses xxx
",0,1,0,not spam
5405,"so gd got free ice cream... i oso wan...
",0,0,1,not spam
5406,"pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
",0,0,0,not spam
5407,"so how many days since then?
",0,0,0,not spam
5408,"dear are you angry i was busy dear
",0,0,0,not spam
5409,"yup he msg me: is tat yijue? then i tot it's my group mate cos we meeting today mah... i'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...
",0,0,0,not spam
5410,"... are you in the pub?
",0,0,0,not spam
5411,"there is a first time for everything :)
",0,0,0,not spam
5412,"daddy, shu shu is looking 4 u... u wan me 2 tell him u're not in singapore or wat?
",0,0,0,not spam
5413,"i ask if u meeting da ge tmr nite...
",0,0,0,not spam
5414,"gr8. so how do you handle the victoria island traffic. plus when's the album due
",0,0,0,not spam
5415,"nite nite pocay wocay luv u more than n e thing 4eva i promise ring u 2morrowxxxx
",0,0,0,not spam
5416,"east coast
",0,0,0,not spam
5417,"you should get more chicken broth if you want ramen unless there's some i don't know about
",0,0,0,not spam
5418,"my slave! i want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! bright light!
",0,0,0,not spam
5419,"nope. i just forgot. will show next week
",0,0,0,not spam
5420,"so how are you really. what are you up to. how's the masters. and so on.
",0,0,0,not spam
5421,"i'm at bruce &amp; fowler now but i'm in my mom's car so i can't park (long story)
",0,0,0,not spam
5422,"i dont know oh. hopefully this month.
",0,0,0,not spam
5423,"hi elaine, is today's meeting confirmed?
",0,0,0,not spam
5424,"ok k..sry i knw 2 siva..tats y i askd..
",0,0,0,not spam
5425,"sorry, i'll call later
",0,0,0,not spam
5426,"u horrible gal... u knew dat i was going out wif him yest n u still come n ask me...
",0,1,0,not spam
5427,"otherwise had part time job na-tuition..
",0,0,0,not spam
5428,"oh yeah! and my diet just flew out the window
",0,0,0,not spam
5429,"santa calling! would your little ones like a call from santa xmas eve? call 09058094583 to book your time.
",1,0,0,spam
5430,"you didnt complete your gist oh.
",0,1,0,not spam
5431,"er yeah, i will b there at 15:26, sorry! just tell me which pub/cafe to sit in and come wen u can
",0,1,0,not spam
5432,"if you can make it any time tonight or whenever you can it's cool, just text me whenever you're around
",0,0,0,not spam
5433,"if i was i wasn't paying attention
",0,0,0,not spam
5434,"thanx a lot 4 ur help!
",0,0,0,not spam
5435,"you're gonna have to be way more specific than that
",0,0,0,not spam
5436,"jesus armand really is trying to tell everybody he can find
",0,0,0,not spam
5437,"i'm wif him now buying tix lar...
",0,0,0,not spam
5438,"mode men or have you left.
",0,0,0,not spam
5439,"am slow in using biola's fne
",0,0,0,not spam
5440,"""what are youdoing later? sar xxx""
",0,0,0,not spam
5441,"hey i've booked the 2 lessons on sun liao...
",0,0,0,not spam
5442,"thank you. do you generally date the brothas?
",0,0,0,not spam
5443,"by the way, make sure u get train to worc foregate street not shrub hill. have fun night x
",0,0,0,not spam
5444,"i thought i'd get him a watch, just cos thats the kind of thing u get4an18th. and he loves so much!
",0,0,0,not spam
5445,"you have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). its a legitimat efreefone number wat do u think???
",1,0,1,spam
5446,"good morning. at the repair shop--the only reason i'm up at this hour.
",0,0,0,not spam
5447,"and that's fine, i got enough bud to last most of the night at least
",0,0,0,not spam
5448,"i am back. good journey! let me know if you need any of the receipts. shall i tell you like the pendent?
",0,0,0,not spam
5449,"so that takes away some money worries
",0,0,1,not spam
5450,"aight we can pick some up, you open before tonight?
",0,0,0,not spam
5451,"latest news! police station toilet stolen, cops have nothing to go on!
",1,0,0,spam
5452,"sac needs to carry on:)
",0,0,0,not spam
5453,"just sing hu. i think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. even things like choosing a phone plan require guidance. when in doubt ask especially girls.
",0,0,0,not spam
5454,"what???? hello wats talks email address?
",0,0,0,not spam
5455,"except theres a chick with huge boobs.
",0,0,0,not spam
5456,"im just wondering what your doing right now?
",0,0,0,not spam
5457,"wishing you a beautiful day. each moment revealing even more things to keep you smiling. do enjoy it.
",0,0,0,not spam
5458,"""for the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk""
",1,1,0,spam
5459,"arun can u transfr me d amt
",0,0,0,not spam
5460,"sorry, i'll call later
",0,0,0,not spam
5461,"if you hear a loud scream in about &lt;#&gt; minutes its cause my gyno will be shoving things up me that don't belong :/
",0,1,0,not spam
5462,"december only! had your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906
",1,0,1,spam
5463,"ok i thk i got it. then u wan me 2 come now or wat?
",0,1,0,not spam
5464,"txt: call to no: 86888 & claim your reward of 3 hours talk time to use from your phone now! subscribe6gbp/mnth inc 3hrs 16 stop?txtstop www.gamb.tv
",1,1,1,spam
5465,"u goin out 2nite?
",0,0,0,not spam
5466,"i will treasure every moment we spend together...
",0,0,0,not spam
5467,"shall i bring us a bottle of wine to keep us amused? only joking! i‘ll bring one anyway
",0,0,0,not spam
5468,"http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡c c ringtone¡
",1,1,0,spam
5469,"get your garden ready for summer with a free selection of summer bulbs and seeds worth £33:50 only with the scotsman this saturday. to stop go2 notxt.co.uk
",1,0,1,spam
5470,"urgent! last weekend's draw shows that you have won £1000 cash or a spanish holiday! call now 09050000332 to claim. t&c: rstm, sw7 3ss. 150ppm
",1,0,1,spam
5471,"ok lor.
",0,0,0,not spam
5472,"i thought slide is enough.
",0,0,0,not spam
5473,"yup
",0,0,0,not spam
5474,"well obviously not because all the people in my cool college life went home ;_;
",0,0,0,not spam
5475,"ok lor ü reaching then message me.
",0,0,0,not spam
5476,"where's mummy's boy ? is he being good or bad ? is he being positive or negative ? why is mummy being made to wait? hmmmm?
",0,0,0,not spam
5477,"dhoni have luck to win some big title.so we will win:)
",0,0,0,not spam
5478,"yes princess! i want to please you every night. your wish is my command...
",0,1,0,not spam
5479,"what today-sunday..sunday is holiday..so no work..
",0,0,0,not spam
5480,"no probably  &lt;#&gt; %.
",0,0,0,not spam
5481,"really do hope the work doesnt get stressful. have a gr8 day.
",0,0,0,not spam
5482,"have you seen who's back at holby?!
",0,0,0,not spam
5483,"shall call now dear having food
",0,0,0,not spam
5484,"urgent we are trying to contact you last weekends draw shows u have won a £1000 prize guaranteed call 09064017295 claim code k52 valid 12hrs 150p pm
",1,0,1,spam
5485,"so li hai... me bored now da lecturer repeating last weeks stuff waste time... 
",0,0,0,not spam
5486,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || very easy
",0,0,0,not spam
5487,"also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week i have a new bong &gt;:(
",0,0,0,not spam
5488,"ofcourse i also upload some songs
",0,0,0,not spam
5489,"2p per min to call germany 08448350055 from your bt line. just 2p per min. check planettalkinstant.com for info & t's & c's. text stop to opt out
",1,1,0,spam
5490,"k. i will sent it again
",0,0,0,not spam
5491,"oh thanks a lot..i already bought 2 eggs ..
",0,0,0,not spam
5492,"k. i will sent it again
",0,0,0,not spam
5493,"u studying in sch or going home? anyway i'll b going 2 sch later.
",0,0,0,not spam
5494,"marvel mobile play the official ultimate spider-man game (£4.50) on ur mobile right now. text spider to 83338 for the game & we ll send u a free 8ball wallpaper
",1,0,1,spam
5495,"i think if he rule tamilnadu..then its very tough for our people.
",0,0,0,not spam
5496,"cool, we shall go and see, have to go to tip anyway. are you at home, got something to drop in later? so lets go to town tonight! maybe mum can take us in.
",0,0,0,not spam
5497,"good afternoon, my love ... how goes your day ? how did you sleep ? i hope your well, my boytoy ... i think of you ...
",0,0,0,not spam
5498,"yes... i trust u to buy new stuff asap so i can try it out
",0,0,0,not spam
5499,"sms services. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae
",1,1,0,spam
5500,"why did i wake up on my own &gt;:(
",0,0,0,not spam
5501,"now get step 2 outta the way. congrats again.
",0,0,0,not spam
5502,"love has one law; make happy the person you love. in the same way friendship has one law; never make ur friend feel alone until you are alive.... gud night
",0,0,0,not spam
5503,"private! your 2003 account statement for 07808247860 shows 800 un-redeemed s. i. m. points. call 08719899229 identifier code: 40411 expires 06/11/04
",1,1,1,spam
5504,"apo all other are mokka players only
",0,0,0,not spam
5505,"perhaps * is much easy give your account identification, so i will tomorrow at uni
",0,0,1,not spam
5506,"wait . i will msg after  &lt;#&gt;  min.
",0,0,0,not spam
5507,"what i told before i tell. stupid hear after i wont tell anything to you. you dad called to my brother and spoken. not with me.
",0,0,0,not spam
5508,"god's love has no limit. god's grace has no measure. god's power has no boundaries. may u have god's endless blessings always in ur life...!! gud ni8
",0,0,0,not spam
5509,"i want to be inside you every night...
",0,0,0,not spam
5510,"machan you go to gym tomorrow,  i wil come late goodnight.
",0,1,0,not spam
5511,"lol they were mad at first but then they woke up and gave in.
",0,0,0,not spam
5512,"i went to project centre
",0,0,0,not spam
5513,"it‘s reassuring, in this crazy world.
",0,0,0,not spam
5514,"just making dinner, you ?
",0,0,0,not spam
5515,"yes. please leave at  &lt;#&gt; . so that at  &lt;#&gt;  we can leave
",0,0,0,not spam
5516,"oh... okie lor...we go on sat... 
",0,0,0,not spam
5517,"you are a great role model. you are giving so much and i really wish each day for a miracle but god as a reason for everything and i must say i wish i knew why but i dont. i've looked up to you since i was young and i still do. have a great day.
",0,0,0,not spam
5518,"ya, i'm referin to mei's ex wat... no ah, waitin 4 u to treat, somebody shld b rich liao...so gd, den u dun have to work frm tmr onwards...
",0,0,0,not spam
5519,"miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though i am miles away from u.. :-)keep smiling.. good nyt
",0,0,0,not spam
5520,"by the way, i've put a skip right outside the front of the house so you can see which house it is. just pull up before it.
",0,0,0,not spam
5521,"can you pls send me that company name. in saibaba colany
",0,1,0,not spam
5522,"no. i dont want to hear anything
",0,0,0,not spam
5523,"you are a big chic. common. declare
",0,1,0,not spam
5524,"thats cool. i want to please you...
",0,0,0,not spam
5525,"going to join tomorrow.
",0,0,0,not spam
5526,"you are awarded a sipix digital camera! call 09061221061 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p p£3.99
",1,0,0,spam
5527,"i want to tell you how bad i feel that basically the only times i text you lately are when i need drugs
",0,0,0,not spam
5528,"private! your 2003 account statement for shows 800 un-redeemed s.i.m. points. call 08718738001 identifier code: 49557 expires 26/11/04
",1,1,1,spam
5529,"total disappointment, when i texted you was the craziest shit got :(
",0,0,0,not spam
5530,"its just the effect of irritation. just ignore it
",0,0,0,not spam
5531,"what about this one then.
",0,0,0,not spam
5532,"i think that tantrum's finished so yeah i'll be by at some point
",0,0,0,not spam
5533,"compliments to you. was away from the system. how your side.
",0,0,0,not spam
5534,"happened here while you were adventuring
",0,0,0,not spam
5535,"hey chief, can you give me a bell when you get this. need to talk to you about this royal visit on the 1st june. 
",0,0,0,not spam
5536,"ok which your another number
",0,0,0,not spam
5537,"i know you are thinkin malaria. but relax, children cant handle malaria. she would have been worse and its gastroenteritis. if she takes enough to replace her loss her temp will reduce. and if you give her malaria meds now she will just vomit. its a self limiting illness she has which means in a few days it will completely stop
",0,1,0,not spam
5538,"aiyah ok wat as long as got improve can already wat...
",0,0,0,not spam
5539,"want explicit sex in 30 secs? ring 02073162414 now! costs 20p/min gsex pobox 2667 wc1n 3xx
",1,1,0,spam
5540,"i can't believe how attached i am to seeing you every day. i know you will do the best you can to get to me babe. i will go to teach my class at your midnight
",0,0,0,not spam
5541,"just sleeping..and surfing
",0,0,0,not spam
5542,"asked 3mobile if 0870 chatlines inclu in free mins. india cust servs sed yes. l8er got mega bill. 3 dont giv a shit. bailiff due in days. i o £250 3 want £800
",1,0,1,spam
5543,"yeah it's jus rite...
",0,0,0,not spam
5544,"armand says get your ass over to epsilon
",0,0,0,not spam
5545,"u still havent got urself a jacket ah?
",0,0,0,not spam
5546,"i'm taking derek &amp; taylor to walmart, if i'm not back by the time you're done just leave the mouse on my desk and i'll text you when priscilla's ready
",0,0,0,not spam
5547,"hi its in durban are you still on this number
",0,0,0,not spam
5548,"ic. there are a lotta childporn cars then.
",0,0,0,not spam
5549,"had your contract mobile 11 mnths? latest motorola, nokia etc. all free! double mins & text on orange tariffs. text yes for callback, no to remove from records.
",1,0,1,spam
5550,"no, i was trying it all weekend ;v
",0,0,0,not spam
5551,"you know, wot people wear. t shirts, jumpers, hat, belt, is all we know. we r at cribbs
",0,0,0,not spam
5552,"cool, what time you think you can get here?
",0,0,0,not spam
5553,"wen did you get so spiritual and deep. that's great
",0,0,0,not spam
5554,"have a safe trip to nigeria. wish you happiness and very soon company to share moments with
",0,1,0,not spam
5555,"hahaha..use your brain dear
",0,0,0,not spam
5556,"well keep in mind i've only got enough gas for one more round trip barring a sudden influx of cash
",0,0,1,not spam
5557,"yeh. indians was nice. tho it did kane me off a bit he he. we shud go out 4 a drink sometime soon. mite hav 2 go 2 da works 4 a laugh soon. love pete x x
",0,0,0,not spam
5558,"yes i have. so that's why u texted. pshew...missing you so much
",0,0,0,not spam
5559,"no. i meant the calculation is the same. that  &lt;#&gt; units at  &lt;#&gt; . this school is really expensive. have you started practicing your accent. because its important. and have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
",0,0,0,not spam
5560,"sorry, i'll call later
",0,0,0,not spam
5561,"if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
",0,0,0,not spam
5562,"anything lor. juz both of us lor.
",0,0,0,not spam
5563,"get me out of this dump heap. my mom decided to come to lowes. boring.
",0,1,0,not spam
5564,"ok lor... sony ericsson salesman... i ask shuhui then she say quite gd 2 use so i considering...
",0,0,0,not spam
5565,"ard 6 like dat lor.
",0,0,0,not spam
5566,"why don't you wait 'til at least wednesday to see if you get your .
",0,0,0,not spam
5567,"huh y lei...
",0,0,0,not spam
5568,"reminder from o2: to get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode
",1,0,1,spam
5569,"this is the 2nd time we have tried 2 contact u. u have won the £750 pound prize. 2 claim is easy, call 087187272008 now1! only 10p per minute. bt-national-rate.
",1,0,1,spam
5570,"will ü b going to esplanade fr home?
",0,0,0,not spam
5571,"pity, * was in mood for that. so...any other suggestions?
",0,0,0,not spam
5572,"the guy did some bitching but i acted like i'd be interested in buying something else next week and he gave it to us for free
",0,0,1,not spam
5573,"rofl. its true to its name
",0,0,0,not spam
5574,your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..,0,0,0,not spam
5575,what's up? do you want me to come online? if you are free we can talk sometime�,0,1,1,not spam
5576,so u workin overtime nigpun?,0,0,0,not spam
5577,"also sir, i sent you an email about how to log into the usc payment portal. i.ll send you another message that should explain how things are back home. have a great weekend.",0,0,0,not spam
5578,please stay at home. to encourage the notion of staying at home. all tax-paying citizens are entitled to �305.96 or more emergency refund. smsg.io/fcvbd,1,1,1,spam
5579,bankofamerica alert 137943. please follow http://bit.do/cgjk-and re-activate,1,1,0,spam
5580,sorry dude. dont know how i forgot. even after dan reminded me. sorry. hope you guys had fun.,0,0,0,not spam
5581,i don't quite know what to do. i still can't get hold of anyone. i cud pick you up bout 7.30pm and we can see if they're in the pub?,0,0,0,not spam
5582,ok lor. anyway i thk we cant get tickets now cos like quite late already. u wan 2 go look 4 ur frens a not? darren is wif them now...,0,0,0,not spam
5583,wat r u doing now?,0,0,0,not spam
5584,buy one egg for me da..please:),0,0,0,not spam
5585,is there a reason we've not spoken this year? anyways have a great week and all the best in your exam,0,0,0,not spam
5586,stop the story. i've told him i've returned it and he's saying i should not re order it.,0,0,0,not spam
5587,no. i dont want to hear anything,0,0,0,not spam
5588,"waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,zindgi wo nahi he jo hum sochte hai zindgi wo hai jo ham jeetey hai..........",0,0,0,not spam
5589,i'm e person who's doing e sms survey...,0,0,0,not spam
5590,mm i had my food da from out,0,0,0,not spam
5591,"4 tacos + 1 rajas burrito, right?",0,0,0,not spam
5592,"house-maid is the murderer, coz the man was murdered on  26th january.. ",0,0,0,not spam
5593,yes! how is a pretty lady like you single?,0,0,0,not spam
5594,(that said can you text him one more time?),0,0,0,not spam
5595,i know she called me,0,0,0,not spam
5596,in sch but neva mind u eat 1st lor..,0,0,0,not spam
5597,lyricalladie(21/f) is inviting you to be her friend. reply yes-910 or no-910. see her: www.sms.ac/u/hmmross stop? send stop frnd to 62468,0,1,0,not spam
5598,jay says that you're a double-faggot,0,0,0,not spam
5599,ok i thk i got it. then u wan me 2 come now or wat?,0,1,0,not spam
5600,ur awarded a city break and could win a £200 summer shopping spree every wk. txt store to 88039 . skilgme. tscs087147403233,1,0,1,spam
5601,"hello from orange. for 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply yes. terms apply: www.orange.co.uk/ow",0,1,1,not spam
5602,oh... lk tt den we take e one tt ends at cine lor... dun wan yogasana oso can...,0,0,0,not spam
5603,whens your radio show?,0,0,0,not spam
5604,"jane babes not goin 2 wrk, feel ill after lst nite. foned in already cover 4 me chuck.:-)",0,0,0,not spam
5605,"new offer! save upto 40\% electricity bill with power saver(govt. lab tested), rs. 1050/-(free home delivery) 3 yr. guarantee call 9891943823,9891943780",0,1,1,not spam
5606,what * u wearing?,0,0,0,not spam
5607,o turns out i had stereo love on mi phone under the unknown album.,0,0,0,not spam
5608,"ela kano.,il download, come wen ur free..",0,1,1,not spam
5609,"haha figures, well i found the piece and priscilla's bowl",0,0,0,not spam
5610,can you do online transaction?,0,0,0,not spam
5611,ü neva tell me how i noe... i'm not at home in da aft wat...,0,0,0,not spam
5612,	you have won! as a valued vodafone customer our computer has picked you to win a £150 prize. to collect is easy. just call 09061743386,1,1,1,spam
5613,you will recieve your tone within the next 24hrs. for terms and conditions please see channel u teletext pg 750,0,0,0,not spam
5614,what you doing?how are you?,0,0,0,not spam
5615,i didn't get the second half of that message,0,0,0,not spam
5616,phony £350 award - todays voda numbers ending xxxx are selected to receive a £350 award. if you have a match please call 08712300220 quoting claim code 3100 standard rates app,1,0,1,spam
5617,can help u swoop by picking u up from wherever ur other birds r meeting if u want.,0,0,0,not spam
5618,ok lor�whats up�,0,0,0,not spam
5619,hello madam how are you ?,0,0,0,not spam
5620,was actually sleeping and still might when u call back. so a text is gr8. you rock sis. will send u a text wen i wake.,0,0,0,not spam
5621,good. do you think you could send me some pix? i would love to see your top and bottom...,0,0,0,not spam
5622,apple id: [buxcx7gbvwwccod final notification your apple 1d is due to expire today. prevent this by confirming your apple id at�http://verifyapple.uk apple inc,1,1,0,spam
5623,hey mate! hows u honey?did u ave good holiday? gimmi de goss!x,0,0,0,not spam
5624,"i don't have anybody's number, i still haven't thought up a tactful way to ask alex",0,0,0,not spam
5625,"i'm taking derek &amp; taylor to walmart, if i'm not back by the time you're done just leave the mouse on my desk and i'll text you when priscilla's ready",0,0,0,not spam
5626,ok..let me knw,0,0,0,not spam
5627,you are a very very very very bad girl. or lady.,0,0,0,not spam
5628,	todays voda numbers ending 7548 are selected to receive a $350 award. if you have a match please call 08712300220 quoting claim code 4041 standard rates app,1,0,1,spam
5629,k then 2marrow are you coming to class.,0,1,0,not spam
5630,kallis wont bat in 2nd innings.,0,0,0,not spam
5631,meeting u is my work. . . tel me when shall i do my work tomorrow�.that is what matters�,0,0,0,not spam
5632,overcome programming challenges for multicore and learn the techniques to scale reliability. attend intel session at 3.45 pm at microsoft community techdays,0,1,0,not spam
5633,"haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think i could swing by in like an hour?",0,0,0,not spam
5634,every day i use to sleep after  &lt;#&gt;  so only.,0,0,0,not spam
5635,"sorry, have urgent work..",0,0,1,not spam
5636,good morning plz call me sir..i have an urgent work..,0,0,1,not spam
